log_level,response_time_ms,http_status_code,log_message_length,log_word_count,hour,is_weekend,service_type,namespace_name,container_name
INFO,421.68,421.0,379,59,0,False,service,production,order-service
DEBUG,,,77,7,0,False,service,production,product-service
DEBUG,,,52,7,0,False,service,production,product-service
DEBUG,,,43,5,0,False,service,production,order-service
ERROR,71.53,,53,6,0,False,service,production,notification-service
ERROR,84.92,,59,6,0,False,service,production,notification-service
INFO,93.51,,55,6,0,False,service,production,user-service
INFO,22.94,200.0,39,5,0,False,service,production,payment-service
INFO,90.79,200.0,311,30,0,False,api,production,api-gateway
INFO,47.27,200.0,484,67,0,False,api,production,api-gateway
INFO,99.79,503.0,486,64,0,False,service,production,order-service
INFO,,258.0,42,5,0,False,service,production,order-service
INFO,63.36,201.0,34,5,0,False,api,production,api-gateway
INFO,98.13,200.0,355,34,0,False,service,production,analytics-service
INFO,23.78,527.0,52,6,0,False,service,production,notification-service
DEBUG,,,275,33,0,False,service,production,product-service
INFO,,251.0,393,34,0,False,api,production,api-gateway
INFO,99.02,200.0,492,64,0,False,api,production,api-gateway
INFO,77.66,,57,6,0,False,service,production,payment-service
INFO,28.97,200.0,474,64,0,False,service,production,payment-service
INFO,72.11,,52,6,0,False,service,production,product-service
INFO,57.9,200.0,31,5,0,False,service,production,payment-service
DEBUG,,,240,31,0,False,api,production,api-gateway
INFO,,,24,4,0,False,service,production,user-service
DEBUG,,,81,9,0,False,service,production,product-service
INFO,,,34,4,0,False,service,production,analytics-service
INFO,,126.0,395,33,0,False,service,production,order-service
ERROR,16.93,219.0,57,7,0,False,service,production,payment-service
INFO,,,30,4,0,False,service,production,user-service
INFO,,103.0,496,61,0,False,service,production,product-service
INFO,77.94,200.0,29,5,0,False,api,production,api-gateway
INFO,61.43,200.0,312,27,0,False,service,production,notification-service
INFO,94.27,200.0,323,30,0,False,service,production,product-service
INFO,95.76,200.0,29,5,0,False,api,production,api-gateway
INFO,79.62,201.0,332,29,0,False,service,production,order-service
INFO,58.06,200.0,474,63,0,False,api,production,api-gateway
INFO,30.64,200.0,474,60,0,False,service,production,product-service
INFO,69.1,200.0,472,61,0,False,service,production,notification-service
INFO,71.49,297.0,234,31,0,False,service,production,payment-service
INFO,95.08,200.0,473,64,0,False,api,production,api-gateway
DEBUG,,,71,7,0,False,service,production,analytics-service
INFO,,218.0,268,19,0,False,service,production,product-service
INFO,73.5,204.0,38,5,0,False,service,production,product-service
DEBUG,,,73,7,0,False,service,production,analytics-service
INFO,,219.0,396,50,0,False,service,production,analytics-service
INFO,74.99,201.0,288,26,0,False,service,production,user-service
INFO,24.06,200.0,498,67,0,False,service,production,user-service
DEBUG,73.67,,259,33,0,False,service,production,product-service
INFO,28.36,200.0,487,63,0,False,service,production,product-service
INFO,,,54,5,0,False,service,production,user-service
INFO,,106.0,290,20,0,False,service,production,order-service
INFO,27.93,200.0,337,33,0,False,service,production,payment-service
INFO,,136.0,393,50,0,False,service,production,product-service
INFO,74.18,200.0,336,30,0,False,service,production,analytics-service
DEBUG,,,246,31,0,False,service,production,order-service
INFO,61.56,200.0,492,68,0,False,service,production,product-service
ERROR,,,51,5,0,False,service,production,product-service
DEBUG,,,270,33,0,False,service,production,analytics-service
INFO,56.75,200.0,513,68,0,False,service,production,payment-service
INFO,,143.0,504,59,0,False,service,production,notification-service
INFO,82.39,278.0,59,6,0,False,service,production,analytics-service
INFO,94.87,200.0,493,63,0,False,service,production,order-service
DEBUG,,,54,6,0,False,api,production,api-gateway
INFO,,120.0,386,48,0,False,service,production,payment-service
INFO,99.02,200.0,38,5,0,False,service,production,product-service
INFO,23.34,400.0,477,64,0,False,service,production,order-service
INFO,92.78,200.0,37,5,0,False,service,production,user-service
INFO,44.66,200.0,327,30,0,False,service,production,notification-service
INFO,84.24,200.0,348,33,0,False,service,production,analytics-service
INFO,53.2,200.0,33,5,0,False,api,production,api-gateway
DEBUG,,,47,7,0,False,service,production,user-service
INFO,,168.0,282,20,0,False,service,production,order-service
INFO,,108.0,268,19,0,False,service,production,product-service
INFO,26.43,200.0,335,30,0,False,service,production,payment-service
INFO,,274.0,34,6,0,False,service,production,order-service
INFO,,174.0,371,29,0,False,service,production,user-service
INFO,86.4,558.0,58,6,0,False,service,production,payment-service
INFO,,113.0,399,49,0,False,service,production,payment-service
DEBUG,,,73,7,0,False,service,production,analytics-service
INFO,45.14,200.0,469,60,0,False,service,production,analytics-service
INFO,39.0,200.0,39,5,0,False,service,production,analytics-service
INFO,,,22,5,0,False,service,production,order-service
INFO,76.49,200.0,33,5,0,False,api,production,api-gateway
INFO,,210.0,398,32,0,False,service,production,notification-service
INFO,,205.0,407,49,0,False,api,production,api-gateway
ERROR,39.71,,52,6,0,False,service,production,product-service
INFO,,,36,5,0,False,service,production,payment-service
INFO,42.12,200.0,327,30,0,False,api,production,api-gateway
DEBUG,,,251,33,0,False,service,production,order-service
INFO,328.51,328.0,386,59,0,False,service,production,notification-service
INFO,,239.0,36,5,0,False,service,production,user-service
INFO,50.91,200.0,38,5,0,False,service,production,notification-service
INFO,89.09,200.0,344,34,0,False,service,production,user-service
INFO,67.04,200.0,343,33,0,False,service,production,analytics-service
INFO,95.46,204.0,318,29,0,False,service,production,payment-service
INFO,33.98,200.0,310,27,0,False,service,production,payment-service
INFO,43.96,200.0,41,5,0,False,service,production,product-service
INFO,93.83,,59,6,0,False,service,production,product-service
DEBUG,,,270,33,0,False,service,production,order-service
INFO,43.67,200.0,326,30,0,False,service,production,user-service
INFO,42.91,200.0,39,5,0,False,service,production,analytics-service
INFO,77.89,500.0,316,27,0,False,service,production,payment-service
INFO,44.61,200.0,38,5,0,False,service,production,payment-service
INFO,66.47,200.0,42,5,0,False,service,production,product-service
DEBUG,35.94,,86,9,0,False,service,production,product-service
INFO,65.68,200.0,34,5,0,False,api,production,api-gateway
INFO,272.81,272.0,229,31,0,False,service,production,order-service
INFO,94.55,200.0,353,34,0,False,service,production,product-service
INFO,80.44,201.0,460,60,0,False,service,production,analytics-service
INFO,,,34,6,0,False,service,production,payment-service
DEBUG,,,243,31,0,False,service,production,payment-service
INFO,97.48,200.0,519,68,0,False,service,production,order-service
INFO,,179.0,410,49,0,False,service,production,order-service
INFO,,,36,5,0,False,service,production,analytics-service
INFO,59.27,201.0,446,60,0,False,service,production,product-service
INFO,38.21,201.0,292,26,0,False,api,production,api-gateway
ERROR,33.93,130.0,52,6,0,False,service,production,payment-service
INFO,67.07,200.0,33,5,0,False,service,production,user-service
INFO,,239.0,407,33,0,False,api,production,api-gateway
INFO,48.35,200.0,443,60,0,False,service,production,order-service
INFO,,,22,5,0,False,service,production,order-service
INFO,41.59,200.0,40,5,0,False,service,production,order-service
ERROR,83.48,322.0,53,6,0,False,service,production,notification-service
INFO,,,22,5,0,False,service,production,notification-service
INFO,47.63,201.0,458,60,0,False,service,production,analytics-service
INFO,23.97,553.0,56,6,0,False,service,production,analytics-service
INFO,29.16,200.0,494,64,0,False,service,production,product-service
INFO,66.83,201.0,496,64,0,False,service,production,product-service
INFO,,,47,5,0,False,service,production,payment-service
INFO,86.56,200.0,316,30,0,False,service,production,payment-service
DEBUG,,,73,7,0,False,service,production,notification-service
INFO,,188.0,526,65,0,False,service,production,notification-service
INFO,,,34,4,0,False,service,production,analytics-service
INFO,,189.0,267,19,0,False,service,production,payment-service
INFO,65.49,200.0,472,63,0,False,service,production,order-service
DEBUG,,,243,31,0,False,service,production,notification-service
INFO,,204.0,378,49,0,False,service,production,product-service
INFO,,174.0,401,35,0,False,service,production,analytics-service
INFO,,220.0,279,21,0,False,api,production,api-gateway
INFO,69.3,400.0,317,27,0,False,service,production,product-service
INFO,86.37,200.0,457,60,0,False,service,production,product-service
INFO,70.15,200.0,504,67,0,False,service,production,analytics-service
INFO,,352.0,51,5,0,False,service,production,analytics-service
INFO,,,44,5,0,False,api,production,api-gateway
INFO,,105.0,406,49,0,False,api,production,api-gateway
INFO,,192.0,404,49,0,False,service,production,user-service
INFO,91.25,200.0,33,5,0,False,service,production,user-service
INFO,,150.0,394,49,0,False,service,production,user-service
INFO,29.98,200.0,451,60,0,False,service,production,notification-service
INFO,26.04,,59,6,0,False,service,production,order-service
INFO,383.97,383.0,412,61,0,False,service,production,order-service
INFO,66.52,200.0,503,64,0,False,service,production,order-service
INFO,97.8,200.0,33,5,0,False,service,production,product-service
INFO,44.28,,57,6,0,False,service,production,product-service
INFO,89.25,200.0,461,61,0,False,service,production,product-service
INFO,64.05,200.0,41,5,0,False,service,production,product-service
INFO,45.43,200.0,299,26,0,False,service,production,order-service
INFO,29.74,200.0,366,34,0,False,service,production,order-service
DEBUG,,,73,7,0,False,service,production,notification-service
DEBUG,,449.0,48,5,0,False,service,production,order-service
INFO,70.07,449.0,58,6,0,False,service,production,analytics-service
INFO,70.21,200.0,317,27,0,False,service,production,product-service
INFO,45.15,200.0,38,5,0,False,service,production,analytics-service
INFO,93.96,200.0,520,68,0,False,service,production,order-service
INFO,,,35,4,0,False,api,production,api-gateway
INFO,,,41,5,0,False,service,production,payment-service
DEBUG,,,35,6,0,False,service,production,analytics-service
DEBUG,,,73,7,0,False,service,production,product-service
INFO,83.38,128.0,57,6,0,False,service,production,analytics-service
INFO,58.55,200.0,39,5,0,False,service,production,analytics-service
DEBUG,86.27,,86,9,0,False,service,production,notification-service
INFO,85.98,200.0,327,30,0,False,service,production,notification-service
INFO,,,34,4,0,False,service,production,product-service
INFO,,386.0,41,5,0,False,service,production,notification-service
INFO,27.38,200.0,340,34,0,False,service,production,user-service
INFO,,556.0,47,5,0,False,api,production,api-gateway
INFO,91.1,200.0,436,60,0,False,api,production,api-gateway
INFO,86.92,204.0,333,30,0,False,service,production,payment-service
INFO,26.94,200.0,330,33,0,False,service,production,payment-service
INFO,98.84,204.0,41,5,0,False,service,production,notification-service
INFO,320.81,320.0,74,12,0,False,service,production,order-service
INFO,53.82,,103,16,0,False,api,production,api-gateway
INFO,66.7,304.0,477,61,0,False,service,production,payment-service
INFO,,,35,4,0,False,service,production,notification-service
INFO,,,30,4,0,False,service,production,order-service
INFO,95.62,200.0,299,26,0,False,service,production,analytics-service
INFO,79.45,224.0,51,6,0,False,service,production,analytics-service
INFO,,224.0,54,5,0,False,service,production,payment-service
INFO,,136.0,410,49,0,False,service,production,order-service
INFO,,,30,4,0,False,service,production,product-service
INFO,,203.0,500,59,0,False,service,production,analytics-service
INFO,47.66,507.0,50,6,0,False,service,production,analytics-service
DEBUG,20.31,507.0,52,7,0,False,service,production,payment-service
DEBUG,,507.0,48,5,0,False,service,production,payment-service
INFO,69.88,200.0,39,5,0,False,service,production,analytics-service
INFO,58.0,200.0,328,29,0,False,service,production,notification-service
INFO,93.6,201.0,40,5,0,False,service,production,user-service
INFO,403.84,403.0,214,25,0,False,service,production,product-service
INFO,45.2,200.0,40,5,0,False,service,production,product-service
INFO,84.72,200.0,325,29,0,False,service,production,payment-service
INFO,,,44,5,0,False,service,production,payment-service
INFO,,104.0,395,33,0,False,service,production,product-service
INFO,,163.0,390,48,0,False,service,production,product-service
INFO,,,30,4,0,False,service,production,user-service
DEBUG,,,270,33,0,False,service,production,user-service
INFO,,110.0,264,20,0,False,service,production,analytics-service
INFO,70.19,449.0,56,6,0,False,service,production,analytics-service
INFO,,207.0,286,20,0,False,service,production,product-service
INFO,76.01,204.0,40,5,0,False,service,production,product-service
INFO,31.51,200.0,505,67,0,False,service,production,user-service
INFO,,,22,5,0,False,service,production,order-service
DEBUG,,,48,5,0,False,api,production,api-gateway
INFO,93.89,200.0,39,5,0,False,service,production,notification-service
INFO,,168.0,520,62,0,False,service,production,notification-service
ERROR,26.24,,55,6,0,False,service,production,payment-service
INFO,,233.0,406,33,0,False,service,production,payment-service
DEBUG,,,244,31,0,False,service,production,order-service
DEBUG,44.44,,261,33,0,False,service,production,payment-service
INFO,,152.0,410,49,0,False,service,production,analytics-service
INFO,,135.0,248,18,0,False,service,production,product-service
INFO,,151.0,392,49,0,False,service,production,analytics-service
INFO,38.33,200.0,499,67,0,False,service,production,user-service
INFO,,245.0,514,63,0,False,api,production,api-gateway
ERROR,,459.0,39,6,0,False,service,production,notification-service
INFO,,121.0,474,58,0,False,service,production,order-service
DEBUG,,,44,5,0,False,service,production,analytics-service
INFO,115.02,115.0,87,15,0,False,service,production,payment-service
INFO,79.66,200.0,36,5,0,False,service,production,product-service
ERROR,,,51,5,0,False,service,production,user-service
INFO,83.05,200.0,500,67,0,False,service,production,user-service
INFO,29.34,200.0,320,30,0,False,service,production,payment-service
INFO,,,36,5,0,False,service,production,payment-service
DEBUG,,,71,7,0,False,service,production,notification-service
DEBUG,,,31,4,0,False,service,production,user-service
INFO,498.41,498.0,85,15,0,False,service,production,order-service
INFO,,171.0,455,56,0,False,api,production,api-gateway
INFO,31.44,403.0,340,33,0,False,service,production,user-service
INFO,,150.0,394,50,0,False,service,production,order-service
DEBUG,,249.0,44,5,0,False,service,production,payment-service
INFO,,222.0,408,49,0,False,api,production,api-gateway
DEBUG,,,248,31,0,False,service,production,notification-service
INFO,342.77,342.0,213,25,0,False,service,production,order-service
INFO,93.34,200.0,306,26,0,False,service,production,order-service
INFO,50.11,200.0,320,27,0,False,service,production,order-service
INFO,,224.0,514,66,0,False,service,production,user-service
INFO,,,34,4,0,False,service,production,user-service
DEBUG,,,267,33,0,False,service,production,order-service
INFO,46.71,200.0,337,30,0,False,service,production,order-service
INFO,,,30,4,0,False,service,production,notification-service
ERROR,,,39,6,0,False,service,production,notification-service
INFO,54.43,200.0,502,67,0,False,service,production,analytics-service
INFO,,159.0,293,20,0,False,service,production,analytics-service
INFO,,254.0,390,30,0,False,service,production,user-service
DEBUG,,,81,9,0,False,service,production,user-service
INFO,55.67,200.0,334,30,0,False,service,production,payment-service
INFO,39.79,200.0,327,27,0,False,service,production,notification-service
DEBUG,64.9,,86,9,0,False,service,production,order-service
INFO,,124.0,501,64,0,False,service,production,payment-service
DEBUG,,,27,4,0,False,service,production,notification-service
INFO,,200.0,501,61,0,False,api,production,api-gateway
INFO,47.95,200.0,44,5,0,False,service,production,product-service
ERROR,,,52,7,0,False,service,production,payment-service
INFO,54.78,200.0,294,26,0,False,service,production,payment-service
DEBUG,,,27,4,0,False,service,production,user-service
DEBUG,15.79,,40,6,0,False,service,production,user-service
DEBUG,,,47,7,0,False,service,production,order-service
INFO,,231.0,543,66,0,False,service,production,order-service
INFO,,,51,5,0,False,api,production,api-gateway
INFO,75.4,204.0,324,30,0,False,api,production,api-gateway
DEBUG,,,31,4,0,False,service,production,order-service
DEBUG,,,244,31,0,False,service,production,product-service
INFO,99.18,200.0,29,5,0,False,api,production,api-gateway
ERROR,57.83,172.0,56,6,0,False,service,production,analytics-service
INFO,365.9,365.0,362,53,0,False,api,production,api-gateway
INFO,,,30,4,0,False,service,production,analytics-service
DEBUG,,,27,4,0,False,service,production,payment-service
INFO,63.08,200.0,481,61,0,False,service,production,analytics-service
DEBUG,,,54,6,0,False,service,production,payment-service
INFO,55.57,,62,6,0,False,service,production,notification-service
DEBUG,,,27,4,0,False,service,production,order-service
INFO,,,392,48,0,False,service,production,user-service
INFO,,,24,4,0,False,service,production,payment-service
ERROR,23.23,,55,6,0,False,service,production,analytics-service
INFO,,246.0,400,49,0,False,service,production,notification-service
INFO,59.51,200.0,42,5,0,False,service,production,notification-service
INFO,49.87,204.0,499,64,0,False,service,production,order-service
INFO,,190.0,257,18,0,False,service,production,order-service
INFO,41.98,200.0,39,5,0,False,service,production,analytics-service
ERROR,67.08,291.0,55,6,0,False,service,production,analytics-service
ERROR,,291.0,51,5,0,False,service,production,product-service
INFO,73.71,200.0,281,26,0,False,service,production,product-service
INFO,316.39,316.0,209,25,0,False,api,production,api-gateway
INFO,,,34,4,0,False,service,production,user-service
INFO,88.51,200.0,503,67,0,False,service,production,analytics-service
INFO,,148.0,517,62,0,False,service,production,product-service
INFO,74.51,200.0,38,5,0,False,api,production,api-gateway
INFO,72.39,200.0,335,30,0,False,service,production,notification-service
INFO,90.2,200.0,496,68,0,False,service,production,payment-service
INFO,,185.0,390,48,0,False,api,production,api-gateway
INFO,,137.0,407,33,0,False,service,production,product-service
INFO,,204.0,477,58,0,False,service,production,notification-service
INFO,,290.0,52,5,0,False,service,production,user-service
DEBUG,,290.0,39,5,0,False,service,production,analytics-service
INFO,,290.0,50,5,0,False,service,production,payment-service
INFO,,,35,4,0,False,service,production,payment-service
INFO,,,35,4,0,False,service,production,payment-service
INFO,58.39,200.0,440,60,0,False,service,production,order-service
INFO,64.15,590.0,46,6,0,False,service,production,order-service
INFO,,,24,4,0,False,service,production,payment-service
INFO,,123.0,525,65,0,False,service,production,payment-service
DEBUG,,,31,4,0,False,service,production,notification-service
INFO,417.65,417.0,230,31,0,False,service,production,notification-service
INFO,23.59,200.0,476,61,0,False,service,production,analytics-service
INFO,43.48,200.0,498,63,0,False,service,production,notification-service
INFO,29.3,200.0,349,33,0,False,service,production,payment-service
INFO,,,41,5,0,False,service,production,product-service
DEBUG,89.2,,40,6,0,False,service,production,analytics-service
INFO,32.46,204.0,492,63,0,False,service,production,order-service
INFO,21.26,200.0,493,68,0,False,service,production,payment-service
INFO,,443.0,44,5,0,False,service,production,order-service
INFO,53.25,200.0,284,26,0,False,api,production,api-gateway
INFO,97.89,200.0,484,68,0,False,service,production,user-service
INFO,362.18,,101,16,0,False,service,production,user-service
INFO,,,30,4,0,False,service,production,payment-service
INFO,,187.0,292,20,0,False,service,production,order-service
INFO,87.19,200.0,506,64,0,False,service,production,analytics-service
DEBUG,,,27,4,0,False,service,production,notification-service
INFO,99.5,204.0,333,30,0,False,service,production,product-service
INFO,,,24,4,0,False,service,production,analytics-service
INFO,85.2,200.0,488,64,0,False,service,production,payment-service
INFO,,189.0,370,29,0,False,api,production,api-gateway
INFO,,162.0,50,5,0,False,service,production,notification-service
INFO,54.91,200.0,452,60,0,False,service,production,payment-service
INFO,,228.0,369,29,0,False,service,production,order-service
INFO,26.1,204.0,39,5,0,False,service,production,payment-service
INFO,64.2,424.0,58,6,0,False,service,production,product-service
INFO,93.94,424.0,44,6,0,False,service,production,user-service
INFO,,,24,4,0,False,service,production,user-service
INFO,32.81,404.0,38,5,0,False,service,production,analytics-service
DEBUG,,,81,9,0,False,service,production,order-service
INFO,80.01,200.0,357,34,0,False,service,production,analytics-service
INFO,52.17,200.0,39,5,0,False,service,production,analytics-service
INFO,20.92,200.0,42,5,0,False,service,production,notification-service
INFO,69.41,200.0,35,5,0,False,service,production,notification-service
INFO,,,24,4,0,False,service,production,notification-service
DEBUG,,,77,7,0,False,service,production,product-service
INFO,,,30,4,0,False,service,production,order-service
INFO,143.11,143.0,87,15,0,False,service,production,payment-service
INFO,,,34,4,0,False,service,production,user-service
INFO,,204.0,460,57,0,False,service,production,user-service
INFO,39.36,200.0,39,5,0,False,service,production,analytics-service
INFO,440.25,440.0,387,59,0,False,service,production,analytics-service
INFO,89.9,200.0,41,5,0,False,service,production,product-service
INFO,,110.0,490,62,0,False,api,production,api-gateway
INFO,31.99,200.0,333,30,0,False,service,production,analytics-service
INFO,,,35,4,0,False,service,production,user-service
INFO,,239.0,406,49,0,False,service,production,user-service
INFO,51.92,,55,6,0,False,service,production,analytics-service
INFO,21.89,,55,6,0,False,service,production,analytics-service
INFO,48.41,201.0,34,5,0,False,service,production,user-service
INFO,55.73,200.0,28,5,0,False,api,production,api-gateway
INFO,34.32,200.0,332,30,0,False,service,production,notification-service
DEBUG,,,267,33,0,False,service,production,analytics-service
INFO,52.32,200.0,343,33,0,False,service,production,analytics-service
INFO,23.99,200.0,40,5,0,False,service,production,product-service
INFO,99.54,200.0,312,27,0,False,service,production,product-service
INFO,146.4,146.0,265,33,0,False,service,production,payment-service
DEBUG,27.85,,40,6,0,False,service,production,order-service
INFO,54.99,,56,6,0,False,service,production,analytics-service
INFO,,181.0,288,20,0,False,service,production,notification-service
DEBUG,,,275,33,0,False,service,production,user-service
INFO,32.37,200.0,28,5,0,False,service,production,user-service
INFO,452.42,452.0,105,16,0,False,service,production,analytics-service
INFO,81.24,200.0,38,5,0,False,service,production,analytics-service
DEBUG,,197.0,44,5,0,False,service,production,notification-service
INFO,,,34,4,0,False,service,production,payment-service
ERROR,94.61,197.0,44,6,0,False,service,production,user-service
INFO,90.77,204.0,485,61,0,False,service,production,order-service
INFO,,110.0,533,65,0,False,service,production,analytics-service
INFO,87.03,371.0,55,6,0,False,service,production,notification-service
INFO,,371.0,54,5,0,False,service,production,payment-service
DEBUG,,,27,4,0,False,service,production,notification-service
INFO,90.58,535.0,47,6,0,False,api,production,api-gateway
INFO,70.42,200.0,40,5,0,False,service,production,analytics-service
DEBUG,,,270,33,0,False,service,production,payment-service
INFO,62.16,200.0,38,5,0,False,service,production,payment-service
INFO,106.53,106.0,272,33,0,False,api,production,api-gateway
INFO,92.84,404.0,503,67,0,False,api,production,api-gateway
INFO,,125.0,527,62,0,False,service,production,product-service
INFO,25.48,200.0,328,33,0,False,service,production,product-service
INFO,71.94,200.0,38,5,0,False,service,production,analytics-service
INFO,,136.0,353,31,0,False,service,production,analytics-service
INFO,,143.0,509,59,0,False,service,production,user-service
INFO,37.63,200.0,40,5,0,False,service,production,analytics-service
DEBUG,,,247,31,0,False,service,production,product-service
INFO,87.66,201.0,476,64,0,False,service,production,order-service
INFO,,115.0,400,32,0,False,api,production,api-gateway
DEBUG,,,31,4,0,False,service,production,notification-service
ERROR,,598.0,41,5,0,False,service,production,product-service
INFO,98.05,200.0,335,29,0,False,service,production,product-service
DEBUG,86.91,598.0,57,7,0,False,service,production,notification-service
DEBUG,,,27,4,0,False,service,production,notification-service
INFO,66.12,200.0,28,5,0,False,service,production,order-service
INFO,64.24,404.0,340,34,0,False,service,production,user-service
INFO,93.13,200.0,355,34,0,False,service,production,analytics-service
INFO,,,30,4,0,False,service,production,order-service
DEBUG,96.35,,253,33,0,False,service,production,product-service
DEBUG,,,71,7,0,False,service,production,notification-service
INFO,31.27,200.0,502,64,0,False,service,production,user-service
DEBUG,,,243,31,0,False,service,production,product-service
INFO,44.77,200.0,301,27,0,False,api,production,api-gateway
INFO,79.88,200.0,354,34,0,False,api,production,api-gateway
DEBUG,,,246,31,0,False,service,production,product-service
INFO,56.29,200.0,40,5,0,False,service,production,order-service
INFO,90.43,200.0,327,33,0,False,service,production,product-service
INFO,86.95,200.0,44,5,0,False,service,production,notification-service
INFO,51.9,,59,6,0,False,service,production,analytics-service
INFO,71.02,,53,6,0,False,service,production,payment-service
INFO,26.21,200.0,514,67,0,False,service,production,order-service
INFO,38.2,200.0,364,34,0,False,service,production,product-service
INFO,127.89,127.0,87,15,0,False,service,production,user-service
INFO,,173.0,407,33,0,False,service,production,user-service
INFO,,248.0,505,63,0,False,api,production,api-gateway
INFO,65.13,200.0,344,30,0,False,service,production,order-service
DEBUG,90.29,,40,6,0,False,service,production,notification-service
INFO,22.3,558.0,53,6,0,False,service,production,product-service
INFO,,558.0,42,5,0,False,service,production,notification-service
INFO,,,35,4,0,False,service,production,analytics-service
INFO,61.35,200.0,288,26,0,False,api,production,api-gateway
INFO,51.93,,57,6,0,False,service,production,product-service
DEBUG,,,54,6,0,False,service,production,order-service
DEBUG,53.0,,60,7,0,False,service,production,user-service
INFO,84.76,200.0,341,30,0,False,service,production,order-service
INFO,,140.0,409,49,0,False,service,production,user-service
INFO,31.49,200.0,459,60,0,False,service,production,analytics-service
INFO,39.45,200.0,34,5,0,False,service,production,user-service
INFO,25.86,200.0,43,5,0,False,service,production,order-service
INFO,92.5,200.0,35,5,0,False,service,production,payment-service
INFO,,599.0,34,6,0,False,service,production,user-service
INFO,,,34,4,0,False,api,production,api-gateway
INFO,23.26,200.0,312,26,0,False,service,production,order-service
INFO,,,34,4,0,False,service,production,payment-service
INFO,79.36,200.0,38,5,0,False,service,production,payment-service
INFO,98.42,200.0,344,30,0,False,service,production,order-service
INFO,,,42,6,0,False,service,production,analytics-service
DEBUG,,,52,7,0,False,service,production,notification-service
INFO,83.05,200.0,336,34,0,False,service,production,payment-service
INFO,81.66,500.0,516,68,0,False,api,production,api-gateway
INFO,,202.0,264,20,0,False,service,production,product-service
INFO,382.55,382.0,87,15,0,False,service,production,order-service
ERROR,82.6,294.0,57,6,0,False,service,production,payment-service
INFO,80.2,294.0,56,6,0,False,service,production,analytics-service
INFO,35.56,593.0,47,6,0,False,service,production,payment-service
ERROR,48.25,593.0,53,6,0,False,service,production,order-service
INFO,,,35,4,0,False,service,production,user-service
INFO,,,51,5,0,False,service,production,analytics-service
